i,t,n,b,CPF
146,2,1,2,0.633
146,2,1,3,0.163
146,2,1,4,0.123
146,2,2,1,0.475
146,2,2,2,0.729
146,2,2,3,0.529
146,2,2,4,0.567
147,1,1,1,0.587
147,1,1,2,0.416
147,1,1,3,0.18
147,1,1,4,0.364
147,1,2,1,0.233
147,1,2,2,0.256
147,1,2,3,0.78
147,1,2,4,0.246
147,2,1,1,0.304
147,2,1,2,0.553
147,2,1,3,0.222
147,2,1,4,0.33
147,2,2,1,0.368
147,2,2,2,0.745
147,2,2,3,0.648
147,2,2,4,0.169
148,1,1,1,0.38
148,1,1,2,0.474
148,1,1,3,0.659
148,1,1,4,0.223
148,1,2,1,0.137
148,1,2,2,0.225
148,1,2,3,0.37
148,1,2,4,0.572
148,2,1,1,0.124
148,2,1,2,0.465
148,2,1,3,0.287
148,2,1,4,0.569
148,2,2,1,0.492
148,2,2,2,0.124
148,2,2,3,0.788
148,2,2,4,0.306
149,1,1,1,0.478
149,1,1,2,0.139
149,1,1,3,0.491
149,1,1,4,0.701
149,1,2,1,0.769
149,1,2,2,0.659
149,1,2,3,0.222
149,1,2,4,0.499
149,2,1,1,0.649
149,2,1,2,0.169
149,2,1,3,0.396
149,2,1,4,0.741
149,2,2,1,0.13
149,2,2,2,0.754
149,2,2,3,0.454
149,2,2,4,0.718
150,1,1,1,0.42
150,1,1,2,0.268
150,1,1,3,0.573
150,1,1,4,0.425
150,1,2,1,0.44
150,1,2,2,0.755
150,1,2,3,0.154
150,1,2,4,0.742
150,2,1,1,0.494
150,2,1,2,0.485
150,2,1,3,0.648
150,2,1,4,0.334
150,2,2,1,0.304
150,2,2,2,0.783
150,2,2,3,0.387
150,2,2,4,0.279
