i,k,st,state_gen
108,ng,21,1
109,ng,21,1
110,ng,21,1
111,ng,21,1
112,ng,21,1
113,ng,21,1
114,ng,21,1
115,ng,21,1
116,ng,21,1
117,ng,21,1
118,ng,21,1
119,ng,21,1
120,ng,21,1
121,ng,21,1
122,ng,21,1
123,ng,21,1
124,ng,21,1
125,ng,21,1
126,ng,21,1
127,ng,21,1
128,ng,21,1
129,ng,21,1
130,ng,21,1
131,ng,21,1
132,ng,21,1
133,ng,21,1
134,ng,21,1
135,ng,21,1
136,ng,21,1
137,ng,21,1
138,ng,21,1
139,ng,21,1
140,ng,21,1
141,ng,21,1
142,ng,21,1
143,ng,21,1
144,ng,21,1
145,ng,21,1
146,ng,21,1
147,ng,21,1
148,ng,21,1
149,ng,21,1
150,ng,21,1
1,ng,22,1
2,ng,22,1
3,ng,22,1
4,ng,22,1
5,ng,22,1
6,ng,22,1
7,ng,22,1
8,ng,22,1
9,ng,22,1
10,ng,22,1
11,ng,22,1
12,ng,22,1
13,ng,22,1
14,ng,22,1
15,ng,22,1
16,ng,22,1
17,ng,22,1
18,ng,22,1
19,ng,22,1
20,ng,22,1
21,ng,22,1
22,ng,22,1
23,ng,22,1
24,ng,22,1
25,ng,22,1
26,ng,22,0
27,ng,22,1
28,ng,22,1
29,ng,22,1
30,ng,22,1
31,ng,22,1
32,ng,22,1
33,ng,22,1
34,ng,22,1
35,ng,22,1
36,ng,22,1
37,ng,22,1
38,ng,22,1
39,ng,22,1
40,ng,22,1
41,ng,22,1
42,ng,22,1
43,ng,22,1
44,ng,22,1
45,ng,22,1
46,ng,22,1
47,ng,22,1
48,ng,22,1
49,ng,22,1
50,ng,22,1
51,ng,22,1
52,ng,22,1
53,ng,22,1
54,ng,22,1
55,ng,22,1
56,ng,22,1
57,ng,22,1
58,ng,22,1
59,ng,22,1
60,ng,22,1
61,ng,22,1
62,ng,22,1
63,ng,22,1
64,ng,22,1
65,ng,22,1
66,ng,22,1
67,ng,22,1
68,ng,22,1
69,ng,22,1
70,ng,22,1
71,ng,22,1
72,ng,22,1
73,ng,22,1
74,ng,22,1
75,ng,22,1
76,ng,22,1
77,ng,22,1
78,ng,22,1
79,ng,22,1
80,ng,22,1
81,ng,22,1
82,ng,22,1
83,ng,22,1
84,ng,22,1
85,ng,22,1
86,ng,22,1
87,ng,22,1
88,ng,22,1
89,ng,22,1
90,ng,22,1
91,ng,22,1
92,ng,22,1
93,ng,22,1
94,ng,22,1
95,ng,22,1
96,ng,22,1
97,ng,22,1
98,ng,22,1
99,ng,22,1
100,ng,22,1
101,ng,22,1
102,ng,22,1
103,ng,22,1
104,ng,22,1
105,ng,22,1
106,ng,22,1
107,ng,22,1
108,ng,22,1
109,ng,22,1
110,ng,22,1
111,ng,22,1
112,ng,22,1
113,ng,22,1
114,ng,22,1
115,ng,22,1
116,ng,22,1
117,ng,22,1
118,ng,22,1
119,ng,22,1
120,ng,22,1
121,ng,22,1
122,ng,22,1
123,ng,22,1
124,ng,22,1
125,ng,22,1
126,ng,22,1
127,ng,22,1
128,ng,22,1
129,ng,22,1
130,ng,22,1
131,ng,22,1
132,ng,22,1
133,ng,22,1
134,ng,22,1
135,ng,22,1
136,ng,22,1
137,ng,22,1
138,ng,22,1
139,ng,22,1
140,ng,22,1
141,ng,22,1
142,ng,22,1
143,ng,22,1
144,ng,22,1
145,ng,22,1
146,ng,22,1
147,ng,22,1
148,ng,22,1
149,ng,22,1
150,ng,22,1
1,ng,23,1
2,ng,23,1
3,ng,23,1
4,ng,23,1
5,ng,23,1
6,ng,23,1
7,ng,23,1
8,ng,23,1
9,ng,23,1
10,ng,23,1
11,ng,23,1
12,ng,23,1
13,ng,23,1
14,ng,23,1
15,ng,23,1
16,ng,23,1
17,ng,23,1
18,ng,23,1
19,ng,23,1
20,ng,23,1
21,ng,23,1
22,ng,23,1
23,ng,23,1
24,ng,23,1
25,ng,23,1
26,ng,23,1
27,ng,23,1
28,ng,23,1
29,ng,23,1
30,ng,23,1
31,ng,23,1
32,ng,23,1
33,ng,23,1
34,ng,23,1
35,ng,23,1
36,ng,23,1
37,ng,23,1
38,ng,23,1
39,ng,23,1
40,ng,23,1
41,ng,23,1
42,ng,23,1
43,ng,23,1
44,ng,23,1
45,ng,23,1
46,ng,23,1
47,ng,23,1
48,ng,23,1
49,ng,23,1
50,ng,23,1
51,ng,23,0
52,ng,23,1
53,ng,23,1
54,ng,23,1
55,ng,23,1
56,ng,23,1
57,ng,23,1
58,ng,23,1
59,ng,23,1
60,ng,23,1
61,ng,23,1
62,ng,23,1
63,ng,23,1
64,ng,23,1
65,ng,23,1
66,ng,23,1
67,ng,23,1
68,ng,23,1
69,ng,23,1
70,ng,23,1
71,ng,23,1
72,ng,23,1
73,ng,23,1
74,ng,23,1
75,ng,23,1
76,ng,23,0
77,ng,23,1
78,ng,23,1
79,ng,23,1
80,ng,23,1
81,ng,23,1
82,ng,23,1
83,ng,23,1
84,ng,23,1
85,ng,23,1
86,ng,23,1
87,ng,23,1
88,ng,23,1
89,ng,23,1
90,ng,23,1
91,ng,23,1
92,ng,23,1
93,ng,23,1
94,ng,23,1
95,ng,23,1
96,ng,23,1
97,ng,23,1
98,ng,23,1
99,ng,23,1
100,ng,23,1
101,ng,23,1
102,ng,23,1
103,ng,23,1
104,ng,23,1
105,ng,23,1
106,ng,23,1
107,ng,23,1
108,ng,23,1
109,ng,23,1
110,ng,23,1
111,ng,23,1
112,ng,23,1
113,ng,23,1
114,ng,23,1
115,ng,23,1
116,ng,23,1
117,ng,23,1
118,ng,23,1
119,ng,23,1
120,ng,23,1
121,ng,23,1
122,ng,23,1
123,ng,23,1
124,ng,23,1
125,ng,23,1
126,ng,23,1
127,ng,23,1
128,ng,23,1
129,ng,23,1
130,ng,23,1
131,ng,23,1
132,ng,23,1
133,ng,23,1
134,ng,23,1
135,ng,23,1
136,ng,23,1
137,ng,23,1
138,ng,23,1
139,ng,23,1
140,ng,23,1
141,ng,23,1
142,ng,23,1
143,ng,23,1
144,ng,23,1
145,ng,23,1
146,ng,23,1
147,ng,23,1
148,ng,23,1
149,ng,23,1
150,ng,23,1
1,ng,24,1
2,ng,24,1
3,ng,24,1
4,ng,24,1
5,ng,24,1
6,ng,24,1
7,ng,24,1
8,ng,24,1
9,ng,24,1
10,ng,24,1
11,ng,24,1
12,ng,24,1
13,ng,24,1
14,ng,24,1
15,ng,24,1
16,ng,24,1
17,ng,24,1
18,ng,24,1
19,ng,24,1
20,ng,24,1
21,ng,24,1
22,ng,24,1
23,ng,24,1
24,ng,24,1
25,ng,24,1
26,ng,24,1
27,ng,24,1
28,ng,24,1
29,ng,24,1
30,ng,24,1
31,ng,24,1
32,ng,24,1
33,ng,24,1
34,ng,24,1
35,ng,24,1
36,ng,24,1
37,ng,24,1
38,ng,24,1
39,ng,24,1
40,ng,24,1
41,ng,24,1
42,ng,24,1
43,ng,24,1
44,ng,24,1
45,ng,24,1
46,ng,24,1
47,ng,24,1
48,ng,24,1
49,ng,24,1
50,ng,24,1
51,ng,24,0
52,ng,24,1
53,ng,24,1
54,ng,24,1
55,ng,24,1
56,ng,24,1
57,ng,24,1
58,ng,24,1
59,ng,24,1
60,ng,24,1
61,ng,24,1
62,ng,24,1
63,ng,24,1
64,ng,24,1
65,ng,24,1
66,ng,24,1
67,ng,24,1
68,ng,24,1
69,ng,24,1
70,ng,24,1
71,ng,24,1
72,ng,24,1
73,ng,24,1
74,ng,24,1
75,ng,24,1
76,ng,24,1
77,ng,24,1
78,ng,24,1
79,ng,24,1
80,ng,24,1
81,ng,24,1
82,ng,24,1
83,ng,24,1
84,ng,24,1
85,ng,24,1
86,ng,24,1
87,ng,24,1
88,ng,24,1
89,ng,24,1
90,ng,24,1
91,ng,24,1
92,ng,24,1
93,ng,24,1
94,ng,24,1
95,ng,24,1
96,ng,24,1
97,ng,24,1
98,ng,24,1
99,ng,24,1
100,ng,24,1
101,ng,24,0
102,ng,24,1
103,ng,24,1
104,ng,24,1
105,ng,24,1
106,ng,24,1
107,ng,24,1
108,ng,24,1
109,ng,24,1
110,ng,24,1
111,ng,24,1
112,ng,24,1
113,ng,24,1
114,ng,24,1
115,ng,24,1
116,ng,24,1
117,ng,24,1
118,ng,24,1
119,ng,24,1
120,ng,24,1
121,ng,24,1
122,ng,24,1
123,ng,24,1
124,ng,24,1
125,ng,24,1
126,ng,24,1
127,ng,24,1
128,ng,24,1
129,ng,24,1
130,ng,24,1
131,ng,24,1
132,ng,24,1
133,ng,24,1
134,ng,24,1
135,ng,24,1
136,ng,24,1
137,ng,24,1
138,ng,24,1
139,ng,24,1
140,ng,24,1
141,ng,24,1
142,ng,24,1
143,ng,24,1
144,ng,24,1
145,ng,24,1
146,ng,24,1
147,ng,24,1
148,ng,24,1
149,ng,24,1
150,ng,24,1
1,ng,25,1
2,ng,25,1
3,ng,25,1
4,ng,25,1
5,ng,25,1
6,ng,25,1
7,ng,25,1
8,ng,25,1
9,ng,25,1
10,ng,25,1
11,ng,25,1
12,ng,25,1
13,ng,25,1
14,ng,25,1
15,ng,25,1
16,ng,25,1
17,ng,25,1
18,ng,25,1
19,ng,25,1
20,ng,25,1
21,ng,25,1
22,ng,25,1
23,ng,25,1
24,ng,25,1
25,ng,25,1
26,ng,25,1
27,ng,25,1
28,ng,25,1
29,ng,25,1
30,ng,25,1
31,ng,25,1
32,ng,25,1
33,ng,25,1
34,ng,25,1
35,ng,25,1
36,ng,25,1
37,ng,25,1
38,ng,25,1
39,ng,25,1
40,ng,25,1
41,ng,25,1
42,ng,25,1
43,ng,25,1
44,ng,25,1
45,ng,25,1
46,ng,25,1
47,ng,25,1
48,ng,25,1
49,ng,25,1
50,ng,25,1
51,ng,25,0
52,ng,25,1
53,ng,25,1
54,ng,25,1
55,ng,25,1
56,ng,25,1
57,ng,25,1
58,ng,25,1
59,ng,25,1
60,ng,25,1
61,ng,25,1
62,ng,25,1
63,ng,25,1
64,ng,25,1
65,ng,25,1
66,ng,25,1
67,ng,25,1
68,ng,25,1
69,ng,25,1
70,ng,25,1
71,ng,25,1
72,ng,25,1
73,ng,25,1
74,ng,25,1
75,ng,25,1
76,ng,25,1
77,ng,25,1
78,ng,25,1
79,ng,25,1
80,ng,25,1
81,ng,25,1
82,ng,25,1
83,ng,25,1
84,ng,25,1
85,ng,25,1
86,ng,25,1
87,ng,25,1
88,ng,25,1
89,ng,25,1
90,ng,25,1
91,ng,25,1
92,ng,25,1
93,ng,25,1
94,ng,25,1
95,ng,25,1
96,ng,25,1
97,ng,25,1
98,ng,25,1
99,ng,25,1
100,ng,25,1
101,ng,25,1
102,ng,25,1
103,ng,25,1
104,ng,25,1
105,ng,25,1
106,ng,25,1
107,ng,25,1
108,ng,25,1
109,ng,25,1
110,ng,25,1
111,ng,25,1
112,ng,25,1
113,ng,25,1
114,ng,25,1
115,ng,25,1
116,ng,25,1
117,ng,25,1
118,ng,25,1
119,ng,25,1
120,ng,25,1
121,ng,25,1
122,ng,25,1
123,ng,25,1
124,ng,25,1
125,ng,25,1
126,ng,25,0
127,ng,25,1
128,ng,25,1
129,ng,25,1
130,ng,25,1
131,ng,25,1
132,ng,25,1
133,ng,25,1
134,ng,25,1
135,ng,25,1
136,ng,25,1
137,ng,25,1
138,ng,25,1
139,ng,25,1
140,ng,25,1
141,ng,25,1
142,ng,25,1
143,ng,25,1
144,ng,25,1
145,ng,25,1
146,ng,25,1
147,ng,25,1
148,ng,25,1
149,ng,25,1
150,ng,25,1
1,ng,26,1
2,ng,26,1
3,ng,26,1
4,ng,26,1
5,ng,26,1
6,ng,26,1
7,ng,26,1
8,ng,26,1
9,ng,26,1
10,ng,26,1
11,ng,26,1
12,ng,26,1
13,ng,26,1
14,ng,26,1
15,ng,26,1
16,ng,26,1
17,ng,26,1
18,ng,26,1
19,ng,26,1
20,ng,26,1
21,ng,26,1
22,ng,26,1
23,ng,26,1
24,ng,26,1
25,ng,26,1
26,ng,26,1
27,ng,26,1
28,ng,26,1
29,ng,26,1
30,ng,26,1
31,ng,26,1
32,ng,26,1
33,ng,26,1
34,ng,26,1
35,ng,26,1
36,ng,26,1
37,ng,26,1
38,ng,26,1
39,ng,26,1
40,ng,26,1
41,ng,26,1
42,ng,26,1
43,ng,26,1
44,ng,26,1
45,ng,26,1
46,ng,26,1
47,ng,26,1
48,ng,26,1
49,ng,26,1
50,ng,26,1
51,ng,26,0
52,ng,26,1
53,ng,26,1
54,ng,26,1
55,ng,26,1
56,ng,26,1
57,ng,26,1
58,ng,26,1
59,ng,26,1
60,ng,26,1
61,ng,26,1
62,ng,26,1
63,ng,26,1
64,ng,26,1
65,ng,26,1
66,ng,26,1
67,ng,26,1
68,ng,26,1
69,ng,26,1
70,ng,26,1
71,ng,26,1
72,ng,26,1
73,ng,26,1
74,ng,26,1
75,ng,26,1
76,ng,26,1
77,ng,26,1
78,ng,26,1
79,ng,26,1
80,ng,26,1
81,ng,26,1
82,ng,26,1
83,ng,26,1
84,ng,26,1
85,ng,26,1
86,ng,26,1
87,ng,26,1
88,ng,26,1
89,ng,26,1
90,ng,26,1
91,ng,26,1
92,ng,26,1
93,ng,26,1
94,ng,26,1
95,ng,26,1
96,ng,26,1
97,ng,26,1
98,ng,26,1
99,ng,26,1
100,ng,26,1
101,ng,26,1
102,ng,26,1
103,ng,26,1
104,ng,26,1
105,ng,26,1
106,ng,26,1
107,ng,26,1
108,ng,26,1
109,ng,26,1
110,ng,26,1
111,ng,26,1
112,ng,26,1
113,ng,26,1
114,ng,26,1
115,ng,26,1
116,ng,26,1
117,ng,26,1
118,ng,26,1
119,ng,26,1
120,ng,26,1
121,ng,26,1
122,ng,26,1
123,ng,26,1
124,ng,26,1
125,ng,26,1
126,ng,26,1
127,ng,26,1
128,ng,26,1
129,ng,26,1
130,ng,26,1
131,ng,26,1
132,ng,26,1
133,ng,26,1
134,ng,26,1
135,ng,26,1
136,ng,26,1
137,ng,26,1
138,ng,26,1
139,ng,26,1
140,ng,26,1
141,ng,26,1
142,ng,26,1
143,ng,26,1
144,ng,26,1
145,ng,26,1
146,ng,26,1
147,ng,26,1
148,ng,26,1
149,ng,26,1
150,ng,26,1
1,ng,27,1
2,ng,27,1
3,ng,27,1
4,ng,27,1
5,ng,27,1
6,ng,27,1
7,ng,27,1
8,ng,27,1
9,ng,27,1
10,ng,27,1
11,ng,27,1
12,ng,27,1
13,ng,27,1
14,ng,27,1
15,ng,27,1
16,ng,27,1
17,ng,27,1
18,ng,27,1
19,ng,27,1
20,ng,27,1
21,ng,27,1
22,ng,27,1
23,ng,27,1
24,ng,27,1
25,ng,27,1
26,ng,27,1
27,ng,27,1
28,ng,27,1
29,ng,27,1
30,ng,27,1
31,ng,27,1
32,ng,27,1
33,ng,27,1
34,ng,27,1
35,ng,27,1
36,ng,27,1
37,ng,27,1
38,ng,27,1
39,ng,27,1
40,ng,27,1
41,ng,27,1
42,ng,27,1
43,ng,27,1
44,ng,27,1
45,ng,27,1
46,ng,27,1
47,ng,27,1
48,ng,27,1
49,ng,27,1
50,ng,27,1
51,ng,27,0
52,ng,27,1
53,ng,27,1
54,ng,27,1
55,ng,27,1
56,ng,27,1
57,ng,27,1
58,ng,27,1
59,ng,27,1
60,ng,27,1
61,ng,27,1
62,ng,27,1
63,ng,27,1
64,ng,27,1
65,ng,27,1
66,ng,27,1
67,ng,27,1
68,ng,27,1
69,ng,27,1
70,ng,27,1
71,ng,27,1
72,ng,27,1
73,ng,27,1
74,ng,27,1
75,ng,27,1
76,ng,27,1
77,ng,27,1
78,ng,27,1
79,ng,27,1
80,ng,27,1
81,ng,27,1
82,ng,27,1
83,ng,27,1
84,ng,27,1
85,ng,27,1
86,ng,27,1
87,ng,27,1
88,ng,27,1
89,ng,27,1
90,ng,27,1
91,ng,27,1
92,ng,27,1
93,ng,27,1
94,ng,27,1
95,ng,27,1
96,ng,27,1
97,ng,27,1
98,ng,27,1
99,ng,27,1
100,ng,27,1
101,ng,27,1
102,ng,27,1
103,ng,27,1
104,ng,27,1
105,ng,27,1
106,ng,27,1
107,ng,27,1
108,ng,27,1
109,ng,27,1
110,ng,27,1
111,ng,27,1
112,ng,27,1
113,ng,27,1
114,ng,27,1
115,ng,27,1
116,ng,27,1
117,ng,27,1
118,ng,27,1
119,ng,27,1
120,ng,27,1
121,ng,27,1
122,ng,27,1
123,ng,27,1
124,ng,27,1
125,ng,27,1
126,ng,27,1
127,ng,27,1
128,ng,27,1
129,ng,27,1
130,ng,27,1
131,ng,27,1
132,ng,27,1
133,ng,27,1
134,ng,27,1
135,ng,27,1
136,ng,27,1
137,ng,27,1
138,ng,27,1
139,ng,27,1
140,ng,27,1
141,ng,27,1
142,ng,27,1
143,ng,27,1
144,ng,27,1
145,ng,27,1
146,ng,27,1
147,ng,27,1
148,ng,27,1
149,ng,27,1
150,ng,27,1
1,ng,28,1
2,ng,28,1
3,ng,28,1
4,ng,28,1
5,ng,28,1
6,ng,28,1
7,ng,28,1
8,ng,28,1
9,ng,28,1
10,ng,28,1
11,ng,28,1
12,ng,28,1
13,ng,28,1
14,ng,28,1
15,ng,28,1
16,ng,28,1
17,ng,28,1
18,ng,28,1
19,ng,28,1
20,ng,28,1
21,ng,28,1
22,ng,28,1
23,ng,28,1
24,ng,28,1
25,ng,28,1
26,ng,28,1
27,ng,28,1
28,ng,28,1
29,ng,28,1
30,ng,28,1
31,ng,28,1
32,ng,28,1
33,ng,28,1
34,ng,28,1
35,ng,28,1
36,ng,28,1
37,ng,28,1
38,ng,28,1
39,ng,28,1
40,ng,28,1
41,ng,28,1
42,ng,28,1
43,ng,28,1
44,ng,28,1
45,ng,28,1
46,ng,28,1
47,ng,28,1
48,ng,28,1
49,ng,28,1
50,ng,28,1
51,ng,28,1
52,ng,28,1
53,ng,28,1
54,ng,28,1
55,ng,28,1
56,ng,28,1
57,ng,28,1
58,ng,28,1
59,ng,28,1
60,ng,28,1
61,ng,28,1
62,ng,28,1
63,ng,28,1
64,ng,28,1
65,ng,28,1
66,ng,28,1
67,ng,28,1
68,ng,28,1
69,ng,28,1
70,ng,28,1
71,ng,28,1
72,ng,28,1
73,ng,28,1
74,ng,28,1
75,ng,28,1
76,ng,28,0
77,ng,28,1
78,ng,28,1
79,ng,28,1
80,ng,28,1
81,ng,28,1
82,ng,28,1
83,ng,28,1
84,ng,28,1
85,ng,28,1
86,ng,28,1
87,ng,28,1
88,ng,28,1
89,ng,28,1
90,ng,28,1
91,ng,28,1
92,ng,28,1
93,ng,28,1
94,ng,28,1
95,ng,28,1
96,ng,28,1
97,ng,28,1
98,ng,28,1
99,ng,28,1
100,ng,28,1
101,ng,28,0
102,ng,28,1
103,ng,28,1
104,ng,28,1
105,ng,28,1
106,ng,28,1
107,ng,28,1
108,ng,28,1
109,ng,28,1
110,ng,28,1
111,ng,28,1
112,ng,28,1
113,ng,28,1
114,ng,28,1
115,ng,28,1
116,ng,28,1
117,ng,28,1
118,ng,28,1
119,ng,28,1
120,ng,28,1
121,ng,28,1
122,ng,28,1
123,ng,28,1
124,ng,28,1
125,ng,28,1
126,ng,28,1
127,ng,28,1
128,ng,28,1
129,ng,28,1
130,ng,28,1
131,ng,28,1
132,ng,28,1
133,ng,28,1
134,ng,28,1
135,ng,28,1
136,ng,28,1
137,ng,28,1
138,ng,28,1
139,ng,28,1
140,ng,28,1
141,ng,28,1
142,ng,28,1
143,ng,28,1
144,ng,28,1
145,ng,28,1
146,ng,28,1
147,ng,28,1
148,ng,28,1
149,ng,28,1
150,ng,28,1
1,ng,29,1
2,ng,29,1
3,ng,29,1
4,ng,29,1
5,ng,29,1
6,ng,29,1
7,ng,29,1
8,ng,29,1
9,ng,29,1
10,ng,29,1
11,ng,29,1
12,ng,29,1
13,ng,29,1
14,ng,29,1
15,ng,29,1
16,ng,29,1
17,ng,29,1
18,ng,29,1
19,ng,29,1
20,ng,29,1
21,ng,29,1
22,ng,29,1
23,ng,29,1
24,ng,29,1
25,ng,29,1
26,ng,29,1
27,ng,29,1
28,ng,29,1
29,ng,29,1
30,ng,29,1
31,ng,29,1
32,ng,29,1
33,ng,29,1
34,ng,29,1
35,ng,29,1
36,ng,29,1
37,ng,29,1
38,ng,29,1
39,ng,29,1
40,ng,29,1
41,ng,29,1
42,ng,29,1
43,ng,29,1
44,ng,29,1
45,ng,29,1
46,ng,29,1
47,ng,29,1
48,ng,29,1
49,ng,29,1
50,ng,29,1
51,ng,29,1
52,ng,29,1
53,ng,29,1
54,ng,29,1
55,ng,29,1
56,ng,29,1
57,ng,29,1
58,ng,29,1
59,ng,29,1
60,ng,29,1
61,ng,29,1
62,ng,29,1
63,ng,29,1
64,ng,29,1
65,ng,29,1
66,ng,29,1
67,ng,29,1
68,ng,29,1
69,ng,29,1
70,ng,29,1
71,ng,29,1
72,ng,29,1
73,ng,29,1
74,ng,29,1
75,ng,29,1
76,ng,29,0
77,ng,29,1
78,ng,29,1
79,ng,29,1
80,ng,29,1
81,ng,29,1
82,ng,29,1
83,ng,29,1
84,ng,29,1
85,ng,29,1
86,ng,29,1
87,ng,29,1
88,ng,29,1
89,ng,29,1
90,ng,29,1
91,ng,29,1
92,ng,29,1
93,ng,29,1
94,ng,29,1
95,ng,29,1
96,ng,29,1
97,ng,29,1
98,ng,29,1
99,ng,29,1
100,ng,29,1
101,ng,29,1
102,ng,29,1
103,ng,29,1
104,ng,29,1
105,ng,29,1
106,ng,29,1
107,ng,29,1
108,ng,29,1
109,ng,29,1
110,ng,29,1
111,ng,29,1
112,ng,29,1
113,ng,29,1
114,ng,29,1
115,ng,29,1
116,ng,29,1
117,ng,29,1
118,ng,29,1
119,ng,29,1
120,ng,29,1
121,ng,29,1
122,ng,29,1
123,ng,29,1
124,ng,29,1
125,ng,29,1
126,ng,29,0
127,ng,29,1
128,ng,29,1
129,ng,29,1
130,ng,29,1
131,ng,29,1
132,ng,29,1
133,ng,29,1
134,ng,29,1
135,ng,29,1
136,ng,29,1
137,ng,29,1
138,ng,29,1
139,ng,29,1
140,ng,29,1
141,ng,29,1
142,ng,29,1
143,ng,29,1
144,ng,29,1
145,ng,29,1
146,ng,29,1
147,ng,29,1
148,ng,29,1
149,ng,29,1
150,ng,29,1
1,ng,30,1
2,ng,30,1
3,ng,30,1
4,ng,30,1
5,ng,30,1
6,ng,30,1
7,ng,30,1
8,ng,30,1
9,ng,30,1
10,ng,30,1
11,ng,30,1
12,ng,30,1
13,ng,30,1
14,ng,30,1
15,ng,30,1
16,ng,30,1
17,ng,30,1
18,ng,30,1
19,ng,30,1
20,ng,30,1
21,ng,30,1
22,ng,30,1
23,ng,30,1
24,ng,30,1
25,ng,30,1
26,ng,30,1
27,ng,30,1
28,ng,30,1
29,ng,30,1
30,ng,30,1
31,ng,30,1
32,ng,30,1
33,ng,30,1
34,ng,30,1
35,ng,30,1
36,ng,30,1
37,ng,30,1
38,ng,30,1
39,ng,30,1
40,ng,30,1
41,ng,30,1
42,ng,30,1
43,ng,30,1
44,ng,30,1
45,ng,30,1
46,ng,30,1
47,ng,30,1
48,ng,30,1
49,ng,30,1
50,ng,30,1
51,ng,30,1
52,ng,30,1
53,ng,30,1
54,ng,30,1
55,ng,30,1
56,ng,30,1
57,ng,30,1
58,ng,30,1
59,ng,30,1
60,ng,30,1
61,ng,30,1
62,ng,30,1
63,ng,30,1
64,ng,30,1
65,ng,30,1
66,ng,30,1
67,ng,30,1
68,ng,30,1
69,ng,30,1
70,ng,30,1
71,ng,30,1
72,ng,30,1
73,ng,30,1
74,ng,30,1
75,ng,30,1
76,ng,30,0
77,ng,30,1
78,ng,30,1
79,ng,30,1
80,ng,30,1
81,ng,30,1
82,ng,30,1
83,ng,30,1
84,ng,30,1
85,ng,30,1
86,ng,30,1
87,ng,30,1
88,ng,30,1
89,ng,30,1
90,ng,30,1
91,ng,30,1
92,ng,30,1
93,ng,30,1
94,ng,30,1
95,ng,30,1
96,ng,30,1
97,ng,30,1
98,ng,30,1
99,ng,30,1
100,ng,30,1
101,ng,30,1
102,ng,30,1
103,ng,30,1
104,ng,30,1
105,ng,30,1
106,ng,30,1
107,ng,30,1
108,ng,30,1
109,ng,30,1
110,ng,30,1
111,ng,30,1
112,ng,30,1
113,ng,30,1
114,ng,30,1
115,ng,30,1
116,ng,30,1
117,ng,30,1
118,ng,30,1
119,ng,30,1
120,ng,30,1
121,ng,30,1
122,ng,30,1
123,ng,30,1
124,ng,30,1
125,ng,30,1
126,ng,30,1
127,ng,30,1
128,ng,30,1
129,ng,30,1
130,ng,30,1
131,ng,30,1
132,ng,30,1
133,ng,30,1
134,ng,30,1
135,ng,30,1
136,ng,30,1
137,ng,30,1
138,ng,30,1
139,ng,30,1
140,ng,30,1
141,ng,30,1
142,ng,30,1
143,ng,30,1
144,ng,30,1
145,ng,30,1
146,ng,30,1
147,ng,30,1
148,ng,30,1
149,ng,30,1
150,ng,30,1
1,ng,31,1
2,ng,31,1
3,ng,31,1
4,ng,31,1
5,ng,31,1
6,ng,31,1
7,ng,31,1
8,ng,31,1
9,ng,31,1
10,ng,31,1
11,ng,31,1
12,ng,31,1
13,ng,31,1
14,ng,31,1
15,ng,31,1
16,ng,31,1
17,ng,31,1
18,ng,31,1
19,ng,31,1
20,ng,31,1
21,ng,31,1
22,ng,31,1
23,ng,31,1
24,ng,31,1
25,ng,31,1
26,ng,31,1
27,ng,31,1
28,ng,31,1
29,ng,31,1
30,ng,31,1
31,ng,31,1
32,ng,31,1
33,ng,31,1
34,ng,31,1
35,ng,31,1
36,ng,31,1
37,ng,31,1
38,ng,31,1
39,ng,31,1
40,ng,31,1
41,ng,31,1
42,ng,31,1
43,ng,31,1
44,ng,31,1
45,ng,31,1
46,ng,31,1
47,ng,31,1
48,ng,31,1
49,ng,31,1
50,ng,31,1
51,ng,31,1
52,ng,31,1
53,ng,31,1
54,ng,31,1
55,ng,31,1
56,ng,31,1
57,ng,31,1
58,ng,31,1
59,ng,31,1
60,ng,31,1
61,ng,31,1
62,ng,31,1
63,ng,31,1
64,ng,31,1
65,ng,31,1
66,ng,31,1
67,ng,31,1
68,ng,31,1
69,ng,31,1
70,ng,31,1
71,ng,31,1
72,ng,31,1
73,ng,31,1
74,ng,31,1
75,ng,31,1
76,ng,31,0
77,ng,31,1
78,ng,31,1
79,ng,31,1
80,ng,31,1
81,ng,31,1
82,ng,31,1
83,ng,31,1
84,ng,31,1
85,ng,31,1
86,ng,31,1
87,ng,31,1
88,ng,31,1
89,ng,31,1
90,ng,31,1
91,ng,31,1
92,ng,31,1
93,ng,31,1
94,ng,31,1
95,ng,31,1
96,ng,31,1
97,ng,31,1
98,ng,31,1
99,ng,31,1
100,ng,31,1
101,ng,31,1
102,ng,31,1
103,ng,31,1
104,ng,31,1
105,ng,31,1
106,ng,31,1
107,ng,31,1
108,ng,31,1
109,ng,31,1
110,ng,31,1
111,ng,31,1
112,ng,31,1
113,ng,31,1
114,ng,31,1
115,ng,31,1
116,ng,31,1
117,ng,31,1
118,ng,31,1
119,ng,31,1
120,ng,31,1
121,ng,31,1
122,ng,31,1
123,ng,31,1
124,ng,31,1
125,ng,31,1
126,ng,31,1
127,ng,31,1
128,ng,31,1
129,ng,31,1
130,ng,31,1
131,ng,31,1
132,ng,31,1
133,ng,31,1
134,ng,31,1
135,ng,31,1
136,ng,31,1
137,ng,31,1
138,ng,31,1
139,ng,31,1
140,ng,31,1
141,ng,31,1
142,ng,31,1
143,ng,31,1
144,ng,31,1
145,ng,31,1
146,ng,31,1
147,ng,31,1
148,ng,31,1
149,ng,31,1
150,ng,31,1
1,ng,32,1
2,ng,32,1
3,ng,32,1
4,ng,32,1
5,ng,32,1
6,ng,32,1
7,ng,32,1
8,ng,32,1
9,ng,32,1
10,ng,32,1
11,ng,32,1
