l,t,n,sc,sc_line
63,1,2,1,1
63,1,2,2,1
63,1,2,3,1
63,1,2,4,1
63,1,2,5,1
63,1,2,6,1
63,1,2,7,1
63,1,2,8,1
63,1,2,9,1
63,1,2,10,1
63,1,2,11,1
63,1,2,12,1
63,1,2,13,1
63,1,2,14,1
63,1,2,15,1
63,1,2,16,1
63,1,2,17,1
63,1,2,18,1
63,1,2,19,1
63,1,2,20,1
63,1,2,21,1
63,1,2,22,1
63,1,2,23,1
63,1,2,24,1
63,1,2,25,1
63,1,2,26,1
63,1,2,27,1
63,1,2,28,1
63,1,2,29,1
63,1,2,30,1
63,1,2,31,1
63,1,2,32,1
63,1,2,33,1
63,1,2,34,1
63,1,2,35,1
63,1,2,36,1
63,1,2,37,1
63,1,2,38,1
63,1,2,39,1
63,1,2,40,1
63,1,2,41,1
63,1,2,42,1
63,1,2,43,1
63,1,2,44,1
63,1,2,45,1
63,1,2,46,1
63,1,2,47,1
63,1,2,48,1
63,1,2,49,1
63,1,2,50,1
63,1,2,51,1
63,1,2,52,1
63,1,2,53,1
63,1,2,54,1
63,1,2,55,1
63,1,2,56,1
63,1,2,57,1
63,1,2,58,1
63,1,2,59,1
63,1,2,60,1
63,2,1,0,1
63,2,1,1,1
63,2,1,2,1
63,2,1,3,1
63,2,1,4,1
63,2,1,5,1
63,2,1,6,1
63,2,1,7,1
63,2,1,8,1
63,2,1,9,1
63,2,1,10,1
63,2,1,11,1
63,2,1,12,1
63,2,1,13,1
63,2,1,14,1
63,2,1,15,1
63,2,1,16,1
63,2,1,17,1
63,2,1,18,1
63,2,1,19,1
63,2,1,20,1
63,2,1,21,1
63,2,1,22,1
63,2,1,23,1
63,2,1,24,1
63,2,1,25,1
63,2,1,26,1
63,2,1,27,1
63,2,1,28,1
63,2,1,29,1
63,2,1,30,1
63,2,1,31,1
63,2,1,32,1
63,2,1,33,1
63,2,1,34,1
63,2,1,35,1
63,2,1,36,1
63,2,1,37,1
63,2,1,38,1
63,2,1,39,1
63,2,1,40,1
63,2,1,41,1
63,2,1,42,1
63,2,1,43,1
63,2,1,44,1
63,2,1,45,1
63,2,1,46,1
63,2,1,47,1
63,2,1,48,1
63,2,1,49,1
63,2,1,50,1
63,2,1,51,1
63,2,1,52,1
63,2,1,53,1
63,2,1,54,1
63,2,1,55,1
63,2,1,56,1
63,2,1,57,1
63,2,1,58,1
63,2,1,59,1
63,2,1,60,1
63,2,2,0,1
63,2,2,1,1
63,2,2,2,1
63,2,2,3,1
63,2,2,4,1
63,2,2,5,1
63,2,2,6,1
63,2,2,7,1
63,2,2,8,1
63,2,2,9,1
63,2,2,10,1
63,2,2,11,1
63,2,2,12,1
63,2,2,13,1
63,2,2,14,1
63,2,2,15,1
63,2,2,16,1
63,2,2,17,1
63,2,2,18,1
63,2,2,19,1
63,2,2,20,1
63,2,2,21,1
63,2,2,22,1
63,2,2,23,1
63,2,2,24,1
63,2,2,25,1
63,2,2,26,1
63,2,2,27,1
63,2,2,28,1
63,2,2,29,1
63,2,2,30,1
63,2,2,31,1
63,2,2,32,1
63,2,2,33,1
63,2,2,34,1
63,2,2,35,1
63,2,2,36,1
63,2,2,37,1
63,2,2,38,1
63,2,2,39,1
63,2,2,40,1
63,2,2,41,1
63,2,2,42,1
63,2,2,43,1
63,2,2,44,1
63,2,2,45,1
63,2,2,46,1
63,2,2,47,1
63,2,2,48,1
63,2,2,49,1
63,2,2,50,1
63,2,2,51,1
63,2,2,52,1
63,2,2,53,1
63,2,2,54,1
63,2,2,55,1
63,2,2,56,1
63,2,2,57,1
63,2,2,58,1
63,2,2,59,1
63,2,2,60,1
64,1,1,0,1
64,1,1,1,1
64,1,1,2,1
64,1,1,3,1
64,1,1,4,1
64,1,1,5,1
64,1,1,6,1
64,1,1,7,1
64,1,1,8,1
64,1,1,9,1
64,1,1,10,1
64,1,1,11,1
64,1,1,12,1
64,1,1,13,1
64,1,1,14,1
64,1,1,15,1
64,1,1,16,1
64,1,1,17,1
64,1,1,18,1
64,1,1,19,1
64,1,1,20,1
64,1,1,21,1
64,1,1,22,1
64,1,1,23,1
64,1,1,24,1
64,1,1,25,1
64,1,1,26,1
64,1,1,27,1
64,1,1,28,1
64,1,1,29,1
64,1,1,30,1
64,1,1,31,1
64,1,1,32,1
64,1,1,33,1
64,1,1,34,1
64,1,1,35,1
64,1,1,36,1
64,1,1,37,1
64,1,1,38,1
64,1,1,39,1
64,1,1,40,1
64,1,1,41,1
64,1,1,42,1
64,1,1,43,1
64,1,1,44,1
64,1,1,45,1
64,1,1,46,1
64,1,1,47,1
64,1,1,48,1
64,1,1,49,1
64,1,1,50,1
64,1,1,51,1
64,1,1,52,1
64,1,1,53,1
64,1,1,54,1
64,1,1,55,1
64,1,1,56,1
64,1,1,57,1
64,1,1,58,1
64,1,1,59,1
64,1,1,60,1
64,1,2,0,1
64,1,2,1,1
64,1,2,2,1
64,1,2,3,1
64,1,2,4,1
64,1,2,5,1
64,1,2,6,1
64,1,2,7,1
64,1,2,8,1
64,1,2,9,1
64,1,2,10,1
64,1,2,11,1
64,1,2,12,1
64,1,2,13,1
64,1,2,14,1
64,1,2,15,1
64,1,2,16,1
64,1,2,17,1
64,1,2,18,1
64,1,2,19,1
64,1,2,20,1
64,1,2,21,1
64,1,2,22,1
64,1,2,23,1
64,1,2,24,1
64,1,2,25,1
64,1,2,26,1
64,1,2,27,1
64,1,2,28,1
64,1,2,29,1
64,1,2,30,1
64,1,2,31,1
64,1,2,32,1
64,1,2,33,1
64,1,2,34,1
64,1,2,35,1
64,1,2,36,1
64,1,2,37,1
64,1,2,38,1
64,1,2,39,1
64,1,2,40,1
64,1,2,41,1
64,1,2,42,1
64,1,2,43,1
64,1,2,44,1
64,1,2,45,1
64,1,2,46,1
64,1,2,47,1
64,1,2,48,1
64,1,2,49,1
64,1,2,50,1
64,1,2,51,1
64,1,2,52,1
64,1,2,53,1
64,1,2,54,1
64,1,2,55,1
64,1,2,56,1
64,1,2,57,1
64,1,2,58,1
64,1,2,59,1
64,1,2,60,1
64,2,1,0,1
64,2,1,1,1
64,2,1,2,1
64,2,1,3,1
64,2,1,4,1
64,2,1,5,1
64,2,1,6,1
64,2,1,7,1
64,2,1,8,1
64,2,1,9,1
64,2,1,10,1
64,2,1,11,1
64,2,1,12,1
64,2,1,13,1
64,2,1,14,1
64,2,1,15,1
64,2,1,16,1
64,2,1,17,1
64,2,1,18,1
64,2,1,19,1
64,2,1,20,1
64,2,1,21,1
64,2,1,22,1
64,2,1,23,1
64,2,1,24,1
64,2,1,25,1
64,2,1,26,1
64,2,1,27,1
64,2,1,28,1
64,2,1,29,1
64,2,1,30,1
64,2,1,31,1
64,2,1,32,1
64,2,1,33,1
64,2,1,34,1
64,2,1,35,1
64,2,1,36,1
64,2,1,37,1
64,2,1,38,1
64,2,1,39,1
64,2,1,40,1
64,2,1,41,1
64,2,1,42,1
64,2,1,43,1
64,2,1,44,1
64,2,1,45,1
64,2,1,46,1
64,2,1,47,1
64,2,1,48,1
64,2,1,49,1
64,2,1,50,1
64,2,1,51,1
64,2,1,52,1
64,2,1,53,1
64,2,1,54,1
64,2,1,55,1
64,2,1,56,1
64,2,1,57,1
64,2,1,58,1
64,2,1,59,1
64,2,1,60,1
64,2,2,0,1
64,2,2,1,1
64,2,2,2,1
64,2,2,3,1
64,2,2,4,1
64,2,2,5,1
64,2,2,6,1
64,2,2,7,1
64,2,2,8,1
64,2,2,9,1
64,2,2,10,1
64,2,2,11,1
64,2,2,12,1
64,2,2,13,1
64,2,2,14,1
64,2,2,15,1
64,2,2,16,1
64,2,2,17,1
64,2,2,18,1
64,2,2,19,1
64,2,2,20,1
64,2,2,21,1
64,2,2,22,1
64,2,2,23,1
64,2,2,24,1
64,2,2,25,1
64,2,2,26,1
64,2,2,27,1
64,2,2,28,1
64,2,2,29,1
64,2,2,30,1
64,2,2,31,1
64,2,2,32,1
64,2,2,33,1
64,2,2,34,1
64,2,2,35,1
64,2,2,36,1
64,2,2,37,1
64,2,2,38,1
64,2,2,39,1
64,2,2,40,1
64,2,2,41,1
64,2,2,42,1
64,2,2,43,1
64,2,2,44,1
64,2,2,45,1
64,2,2,46,1
64,2,2,47,1
64,2,2,48,1
64,2,2,49,1
64,2,2,50,1
64,2,2,51,1
64,2,2,52,1
64,2,2,53,1
64,2,2,54,1
64,2,2,55,1
64,2,2,56,1
64,2,2,57,1
64,2,2,58,1
64,2,2,59,1
64,2,2,60,1
65,1,1,0,1
65,1,1,1,1
65,1,1,2,1
65,1,1,3,1
65,1,1,4,1
65,1,1,5,1
65,1,1,6,1
65,1,1,7,1
65,1,1,8,1
65,1,1,9,1
65,1,1,10,1
65,1,1,11,1
65,1,1,12,1
65,1,1,13,1
65,1,1,14,1
65,1,1,15,1
65,1,1,16,1
65,1,1,17,1
65,1,1,18,1
65,1,1,19,1
65,1,1,20,1
65,1,1,21,1
65,1,1,22,1
65,1,1,23,1
65,1,1,24,1
65,1,1,25,1
65,1,1,26,1
65,1,1,27,1
65,1,1,28,1
65,1,1,29,1
65,1,1,30,1
65,1,1,31,1
65,1,1,32,1
65,1,1,33,1
65,1,1,34,1
65,1,1,35,1
65,1,1,36,1
65,1,1,37,1
65,1,1,38,1
65,1,1,39,1
65,1,1,40,1
65,1,1,41,1
65,1,1,42,1
65,1,1,43,1
65,1,1,44,1
65,1,1,45,1
65,1,1,46,1
65,1,1,47,1
65,1,1,48,1
65,1,1,49,1
65,1,1,50,1
65,1,1,51,1
65,1,1,52,1
65,1,1,53,1
65,1,1,54,1
65,1,1,55,1
65,1,1,56,1
65,1,1,57,1
65,1,1,58,1
65,1,1,59,1
65,1,1,60,1
65,1,2,0,1
65,1,2,1,1
65,1,2,2,1
65,1,2,3,1
65,1,2,4,1
65,1,2,5,1
65,1,2,6,1
65,1,2,7,1
65,1,2,8,1
65,1,2,9,1
65,1,2,10,1
65,1,2,11,1
65,1,2,12,1
65,1,2,13,1
65,1,2,14,1
65,1,2,15,1
65,1,2,16,1
65,1,2,17,1
65,1,2,18,1
65,1,2,19,1
65,1,2,20,1
65,1,2,21,1
65,1,2,22,1
65,1,2,23,1
65,1,2,24,1
65,1,2,25,1
65,1,2,26,1
65,1,2,27,1
65,1,2,28,1
65,1,2,29,1
65,1,2,30,1
65,1,2,31,1
65,1,2,32,1
65,1,2,33,1
65,1,2,34,1
65,1,2,35,1
65,1,2,36,1
65,1,2,37,1
65,1,2,38,1
65,1,2,39,1
65,1,2,40,1
65,1,2,41,1
65,1,2,42,1
65,1,2,43,1
65,1,2,44,1
65,1,2,45,1
65,1,2,46,1
65,1,2,47,1
65,1,2,48,1
65,1,2,49,1
65,1,2,50,1
65,1,2,51,1
65,1,2,52,1
65,1,2,53,1
65,1,2,54,1
65,1,2,55,1
65,1,2,56,1
65,1,2,57,1
65,1,2,58,1
65,1,2,59,1
65,1,2,60,1
65,2,1,0,1
65,2,1,1,1
65,2,1,2,1
65,2,1,3,1
65,2,1,4,1
65,2,1,5,1
65,2,1,6,1
65,2,1,7,1
65,2,1,8,1
65,2,1,9,1
65,2,1,10,1
65,2,1,11,1
65,2,1,12,1
65,2,1,13,1
65,2,1,14,1
65,2,1,15,1
65,2,1,16,1
65,2,1,17,1
65,2,1,18,1
65,2,1,19,1
65,2,1,20,1
65,2,1,21,1
65,2,1,22,1
65,2,1,23,1
65,2,1,24,1
65,2,1,25,1
65,2,1,26,1
65,2,1,27,1
65,2,1,28,1
65,2,1,29,1
65,2,1,30,1
65,2,1,31,1
65,2,1,32,1
65,2,1,33,1
65,2,1,34,1
65,2,1,35,1
65,2,1,36,1
65,2,1,37,1
65,2,1,38,1
65,2,1,39,1
65,2,1,40,1
65,2,1,41,1
65,2,1,42,1
65,2,1,43,1
65,2,1,44,1
65,2,1,45,1
65,2,1,46,1
65,2,1,47,1
65,2,1,48,1
65,2,1,49,1
65,2,1,50,1
65,2,1,51,1
65,2,1,52,1
65,2,1,53,1
65,2,1,54,1
65,2,1,55,1
65,2,1,56,1
65,2,1,57,1
65,2,1,58,1
65,2,1,59,1
65,2,1,60,1
65,2,2,0,1
65,2,2,1,1
65,2,2,2,1
65,2,2,3,1
65,2,2,4,1
65,2,2,5,1
65,2,2,6,1
65,2,2,7,1
65,2,2,8,1
65,2,2,9,1
65,2,2,10,1
65,2,2,11,1
65,2,2,12,1
65,2,2,13,1
65,2,2,14,1
65,2,2,15,1
65,2,2,16,1
65,2,2,17,1
65,2,2,18,1
65,2,2,19,1
65,2,2,20,1
65,2,2,21,1
65,2,2,22,1
65,2,2,23,1
65,2,2,24,1
65,2,2,25,1
65,2,2,26,1
65,2,2,27,1
65,2,2,28,1
65,2,2,29,1
65,2,2,30,1
65,2,2,31,1
65,2,2,32,1
65,2,2,33,1
65,2,2,34,1
65,2,2,35,1
65,2,2,36,1
65,2,2,37,1
65,2,2,38,1
65,2,2,39,1
65,2,2,40,1
65,2,2,41,1
65,2,2,42,1
65,2,2,43,1
65,2,2,44,1
65,2,2,45,1
65,2,2,46,1
65,2,2,47,1
65,2,2,48,1
65,2,2,49,1
65,2,2,50,1
65,2,2,51,1
65,2,2,52,1
65,2,2,53,1
65,2,2,54,1
65,2,2,55,1
65,2,2,56,1
65,2,2,57,1
65,2,2,58,1
65,2,2,59,1
65,2,2,60,1
66,1,1,0,1
66,1,1,1,1
66,1,1,2,1
66,1,1,3,1
66,1,1,4,1
66,1,1,5,1
66,1,1,6,1
66,1,1,7,1
66,1,1,8,1
66,1,1,9,1
66,1,1,10,1
66,1,1,11,1
66,1,1,12,1
66,1,1,13,1
66,1,1,14,1
66,1,1,15,1
66,1,1,16,1
66,1,1,17,1
66,1,1,18,1
66,1,1,19,1
66,1,1,20,1
66,1,1,21,1
66,1,1,22,1
66,1,1,23,1
66,1,1,24,1
66,1,1,25,1
66,1,1,26,1
66,1,1,27,1
66,1,1,28,1
66,1,1,29,1
66,1,1,30,1
66,1,1,31,1
66,1,1,32,1
66,1,1,33,1
66,1,1,34,1
66,1,1,35,1
66,1,1,36,1
66,1,1,37,1
66,1,1,38,1
66,1,1,39,1
66,1,1,40,1
66,1,1,41,1
66,1,1,42,1
66,1,1,43,1
66,1,1,44,1
66,1,1,45,1
66,1,1,46,1
66,1,1,47,1
66,1,1,48,1
66,1,1,49,1
66,1,1,50,1
66,1,1,51,1
66,1,1,52,1
66,1,1,53,1
66,1,1,54,1
66,1,1,55,1
66,1,1,56,1
66,1,1,57,1
66,1,1,58,1
66,1,1,59,1
66,1,1,60,1
66,1,2,0,1
66,1,2,1,1
66,1,2,2,1
66,1,2,3,1
66,1,2,4,1
66,1,2,5,1
66,1,2,6,1
66,1,2,7,1
66,1,2,8,1
66,1,2,9,1
66,1,2,10,1
66,1,2,11,1
66,1,2,12,1
66,1,2,13,1
66,1,2,14,1
66,1,2,15,1
66,1,2,16,1
66,1,2,17,1
66,1,2,18,1
66,1,2,19,1
66,1,2,20,1
66,1,2,21,1
66,1,2,22,1
66,1,2,23,1
66,1,2,24,1
66,1,2,25,1
66,1,2,26,1
66,1,2,27,1
66,1,2,28,1
66,1,2,29,1
66,1,2,30,1
66,1,2,31,1
66,1,2,32,1
66,1,2,33,1
66,1,2,34,1
66,1,2,35,1
66,1,2,36,1
66,1,2,37,1
66,1,2,38,1
66,1,2,39,1
66,1,2,40,1
66,1,2,41,1
66,1,2,42,1
66,1,2,43,1
66,1,2,44,1
66,1,2,45,1
66,1,2,46,1
66,1,2,47,1
66,1,2,48,1
66,1,2,49,1
66,1,2,50,1
66,1,2,51,1
66,1,2,52,1
66,1,2,53,1
66,1,2,54,1
66,1,2,55,1
66,1,2,56,1
66,1,2,57,1
66,1,2,58,1
66,1,2,59,1
66,1,2,60,1
66,2,1,0,1
66,2,1,1,1
66,2,1,2,1
66,2,1,3,1
66,2,1,4,1
66,2,1,5,1
66,2,1,6,1
66,2,1,7,1
66,2,1,8,1
66,2,1,9,1
66,2,1,10,1
66,2,1,11,1
66,2,1,12,1
66,2,1,13,1
66,2,1,14,1
66,2,1,15,1
66,2,1,16,1
66,2,1,17,1
66,2,1,18,1
66,2,1,19,1
66,2,1,20,1
66,2,1,21,1
66,2,1,22,1
66,2,1,23,1
66,2,1,24,1
66,2,1,25,1
66,2,1,26,1
66,2,1,27,1
66,2,1,28,1
66,2,1,29,1
66,2,1,30,1
66,2,1,31,1
66,2,1,32,1
66,2,1,33,1
66,2,1,34,1
66,2,1,35,1
66,2,1,36,1
66,2,1,37,1
66,2,1,38,1
66,2,1,39,1
66,2,1,40,1
66,2,1,41,1
66,2,1,42,1
66,2,1,43,1
66,2,1,44,1
66,2,1,45,1
66,2,1,46,1
66,2,1,47,1
66,2,1,48,1
66,2,1,49,1
66,2,1,50,1
66,2,1,51,1
66,2,1,52,1
66,2,1,53,1
66,2,1,54,1
66,2,1,55,1
66,2,1,56,1
66,2,1,57,1
66,2,1,58,1
66,2,1,59,1
66,2,1,60,1
66,2,2,0,1
66,2,2,1,1
66,2,2,2,1
66,2,2,3,1
66,2,2,4,1
66,2,2,5,1
66,2,2,6,1
66,2,2,7,1
66,2,2,8,1
66,2,2,9,1
66,2,2,10,1
66,2,2,11,1
66,2,2,12,1
66,2,2,13,1
66,2,2,14,1
66,2,2,15,1
66,2,2,16,1
66,2,2,17,1
66,2,2,18,1
66,2,2,19,1
66,2,2,20,1
66,2,2,21,1
66,2,2,22,1
66,2,2,23,1
66,2,2,24,1
66,2,2,25,1
66,2,2,26,1
66,2,2,27,1
66,2,2,28,1
66,2,2,29,1
66,2,2,30,1
66,2,2,31,1
66,2,2,32,1
66,2,2,33,1
66,2,2,34,1
66,2,2,35,1
66,2,2,36,1
66,2,2,37,1
66,2,2,38,1
66,2,2,39,1
66,2,2,40,1
66,2,2,41,1
66,2,2,42,1
66,2,2,43,1
66,2,2,44,1
66,2,2,45,1
66,2,2,46,1
66,2,2,47,1
66,2,2,48,1
66,2,2,49,1
66,2,2,50,1
66,2,2,51,1
66,2,2,52,1
66,2,2,53,1
66,2,2,54,1
66,2,2,55,1
66,2,2,56,1
66,2,2,57,1
66,2,2,58,1
66,2,2,59,1
66,2,2,60,1
67,1,1,0,1
67,1,1,1,1
67,1,1,2,1
67,1,1,3,1
67,1,1,4,1
67,1,1,5,1
67,1,1,6,1
67,1,1,7,1
67,1,1,8,1
67,1,1,9,1
67,1,1,10,1
67,1,1,11,1
67,1,1,12,1
67,1,1,13,1
67,1,1,14,1
67,1,1,15,1
67,1,1,16,1
67,1,1,17,1
67,1,1,18,1
67,1,1,19,1
67,1,1,20,1
67,1,1,21,1
67,1,1,22,1
67,1,1,23,1
67,1,1,24,1
67,1,1,25,1
67,1,1,26,1
67,1,1,27,1
67,1,1,28,1
67,1,1,29,1
67,1,1,30,1
67,1,1,31,1
67,1,1,32,1
67,1,1,33,1
67,1,1,34,1
67,1,1,35,1
67,1,1,36,1
67,1,1,37,1
67,1,1,38,1
67,1,1,39,1
67,1,1,40,1
67,1,1,41,1
67,1,1,42,1
67,1,1,43,1
67,1,1,44,1
67,1,1,45,1
67,1,1,46,1
67,1,1,47,1
67,1,1,48,1
67,1,1,49,1
67,1,1,50,1
67,1,1,51,1
67,1,1,52,1
67,1,1,53,1
67,1,1,54,1
67,1,1,55,1
67,1,1,56,1
67,1,1,57,1
67,1,1,58,1
67,1,1,59,1
67,1,1,60,1
67,1,2,0,1
67,1,2,1,1
67,1,2,2,1
67,1,2,3,1
67,1,2,4,1
67,1,2,5,1
67,1,2,6,1
67,1,2,7,1
67,1,2,8,1
67,1,2,9,1
67,1,2,10,1
67,1,2,11,1
67,1,2,12,1
67,1,2,13,1
67,1,2,14,1
67,1,2,15,1
67,1,2,16,1
67,1,2,17,1
67,1,2,18,1
67,1,2,19,1
67,1,2,20,1
67,1,2,21,1
67,1,2,22,1
67,1,2,23,1
67,1,2,24,1
67,1,2,25,1
67,1,2,26,1
67,1,2,27,1
67,1,2,28,1
67,1,2,29,1
67,1,2,30,1
67,1,2,31,1
67,1,2,32,1
67,1,2,33,1
67,1,2,34,1
67,1,2,35,1
67,1,2,36,1
67,1,2,37,1
67,1,2,38,1
67,1,2,39,1
67,1,2,40,1
67,1,2,41,1
67,1,2,42,1
67,1,2,43,1
67,1,2,44,1
67,1,2,45,1
67,1,2,46,1
67,1,2,47,1
67,1,2,48,1
67,1,2,49,1
67,1,2,50,1
67,1,2,51,1
67,1,2,52,1
67,1,2,53,1
67,1,2,54,1
67,1,2,55,1
67,1,2,56,1
67,1,2,57,1
67,1,2,58,1
67,1,2,59,1
67,1,2,60,1
67,2,1,0,1
67,2,1,1,1
67,2,1,2,1
67,2,1,3,1
67,2,1,4,1
67,2,1,5,1
67,2,1,6,1
67,2,1,7,1
67,2,1,8,1
67,2,1,9,1
67,2,1,10,1
67,2,1,11,1
67,2,1,12,1
67,2,1,13,1
67,2,1,14,1
67,2,1,15,1
67,2,1,16,1
67,2,1,17,1
67,2,1,18,1
67,2,1,19,1
67,2,1,20,1
67,2,1,21,1
67,2,1,22,1
67,2,1,23,1
67,2,1,24,1
67,2,1,25,1
67,2,1,26,1
67,2,1,27,1
67,2,1,28,1
67,2,1,29,1
67,2,1,30,1
67,2,1,31,1
67,2,1,32,1
67,2,1,33,1
67,2,1,34,1
67,2,1,35,1
67,2,1,36,1
67,2,1,37,1
67,2,1,38,1
67,2,1,39,1
67,2,1,40,1
67,2,1,41,1
67,2,1,42,1
67,2,1,43,1
67,2,1,44,1
67,2,1,45,1
67,2,1,46,1
67,2,1,47,1
67,2,1,48,1
67,2,1,49,1
67,2,1,50,1
67,2,1,51,1
67,2,1,52,1
67,2,1,53,1
67,2,1,54,1
67,2,1,55,1
67,2,1,56,1
67,2,1,57,1
67,2,1,58,1
67,2,1,59,1
67,2,1,60,1
67,2,2,0,1
67,2,2,1,1
67,2,2,2,1
67,2,2,3,1
67,2,2,4,1
67,2,2,5,1
67,2,2,6,1
67,2,2,7,1
67,2,2,8,1
67,2,2,9,1
67,2,2,10,1
67,2,2,11,1
67,2,2,12,1
67,2,2,13,1
67,2,2,14,1
67,2,2,15,1
67,2,2,16,1
67,2,2,17,1
67,2,2,18,1
67,2,2,19,1
67,2,2,20,1
67,2,2,21,1
67,2,2,22,1
67,2,2,23,1
67,2,2,24,1
67,2,2,25,1
67,2,2,26,1
67,2,2,27,1
67,2,2,28,1
67,2,2,29,1
67,2,2,30,1
67,2,2,31,1
67,2,2,32,1
67,2,2,33,1
67,2,2,34,1
67,2,2,35,1
67,2,2,36,1
67,2,2,37,1
67,2,2,38,1
67,2,2,39,1
67,2,2,40,1
67,2,2,41,1
67,2,2,42,1
67,2,2,43,1
67,2,2,44,1
67,2,2,45,1
67,2,2,46,1
67,2,2,47,1
67,2,2,48,1
67,2,2,49,1
67,2,2,50,1
67,2,2,51,1
67,2,2,52,1
67,2,2,53,1
67,2,2,54,1
67,2,2,55,1
67,2,2,56,1
67,2,2,57,1
67,2,2,58,1
67,2,2,59,1
67,2,2,60,1
68,1,1,0,1
68,1,1,1,1
68,1,1,2,1
68,1,1,3,1
68,1,1,4,1
68,1,1,5,1
68,1,1,6,1
68,1,1,7,1
68,1,1,8,1
68,1,1,9,1
68,1,1,10,1
68,1,1,11,1
68,1,1,12,1
68,1,1,13,1
68,1,1,14,1
68,1,1,15,1
68,1,1,16,1
68,1,1,17,1
68,1,1,18,1
68,1,1,19,1
68,1,1,20,1
68,1,1,21,1
68,1,1,22,1
68,1,1,23,1
68,1,1,24,1
68,1,1,25,1
68,1,1,26,1
68,1,1,27,1
68,1,1,28,1
68,1,1,29,1
68,1,1,30,1
68,1,1,31,1
68,1,1,32,1
68,1,1,33,1
68,1,1,34,1
68,1,1,35,1
68,1,1,36,1
68,1,1,37,1
68,1,1,38,1
68,1,1,39,1
68,1,1,40,1
68,1,1,41,1
68,1,1,42,1
68,1,1,43,1
68,1,1,44,1
68,1,1,45,1
68,1,1,46,1
68,1,1,47,1
68,1,1,48,1
68,1,1,49,1
68,1,1,50,1
68,1,1,51,1
68,1,1,52,1
68,1,1,53,1
68,1,1,54,1
68,1,1,55,1
68,1,1,56,1
68,1,1,57,1
68,1,1,58,1
68,1,1,59,1
68,1,1,60,1
68,1,2,0,1
68,1,2,1,1
68,1,2,2,1
68,1,2,3,1
68,1,2,4,1
68,1,2,5,1
68,1,2,6,1
68,1,2,7,1
68,1,2,8,1
68,1,2,9,1
68,1,2,10,1
68,1,2,11,1
68,1,2,12,1
68,1,2,13,1
68,1,2,14,1
68,1,2,15,1
68,1,2,16,1
68,1,2,17,1
68,1,2,18,1
68,1,2,19,1
68,1,2,20,1
68,1,2,21,1
68,1,2,22,1
68,1,2,23,1
68,1,2,24,1
68,1,2,25,1
68,1,2,26,1
68,1,2,27,1
68,1,2,28,1
68,1,2,29,1
68,1,2,30,1
68,1,2,31,1
68,1,2,32,1
68,1,2,33,1
68,1,2,34,1
68,1,2,35,1
68,1,2,36,1
68,1,2,37,1
68,1,2,38,1
68,1,2,39,1
68,1,2,40,1
68,1,2,41,1
68,1,2,42,1
68,1,2,43,1
68,1,2,44,1
68,1,2,45,1
68,1,2,46,1
68,1,2,47,1
68,1,2,48,1
68,1,2,49,1
68,1,2,50,1
68,1,2,51,1
68,1,2,52,1
68,1,2,53,1
68,1,2,54,1
68,1,2,55,1
68,1,2,56,1
68,1,2,57,1
68,1,2,58,1
68,1,2,59,1
68,1,2,60,1
68,2,1,0,1
68,2,1,1,1
68,2,1,2,1
68,2,1,3,1
68,2,1,4,1
68,2,1,5,1
68,2,1,6,1
68,2,1,7,1
68,2,1,8,1
68,2,1,9,1
68,2,1,10,1
68,2,1,11,1
68,2,1,12,1
68,2,1,13,1
68,2,1,14,1
68,2,1,15,1
68,2,1,16,1
68,2,1,17,1
68,2,1,18,1
68,2,1,19,1
68,2,1,20,1
68,2,1,21,1
68,2,1,22,1
68,2,1,23,1
68,2,1,24,1
68,2,1,25,1
68,2,1,26,1
68,2,1,27,1
68,2,1,28,1
68,2,1,29,1
68,2,1,30,1
68,2,1,31,1
68,2,1,32,1
68,2,1,33,1
68,2,1,34,1
68,2,1,35,1
68,2,1,36,1
68,2,1,37,1
68,2,1,38,1
68,2,1,39,1
68,2,1,40,1
68,2,1,41,1
68,2,1,42,1
68,2,1,43,1
68,2,1,44,1
68,2,1,45,1
68,2,1,46,1
68,2,1,47,1
68,2,1,48,1
68,2,1,49,1
68,2,1,50,1
68,2,1,51,1
68,2,1,52,1
68,2,1,53,1
68,2,1,54,1
68,2,1,55,1
68,2,1,56,1
68,2,1,57,1
68,2,1,58,1
68,2,1,59,1
68,2,1,60,1
68,2,2,0,1
68,2,2,1,1
68,2,2,2,1
68,2,2,3,1
68,2,2,4,1
68,2,2,5,1
68,2,2,6,1
68,2,2,7,1
68,2,2,8,1
68,2,2,9,1
68,2,2,10,1
68,2,2,11,1
68,2,2,12,1
68,2,2,13,1
68,2,2,14,1
68,2,2,15,1
68,2,2,16,1
68,2,2,17,1
68,2,2,18,1
68,2,2,19,1
68,2,2,20,1
68,2,2,21,1
68,2,2,22,1
68,2,2,23,1
68,2,2,24,1
68,2,2,25,1
68,2,2,26,1
68,2,2,27,1
68,2,2,28,1
68,2,2,29,1
68,2,2,30,1
68,2,2,31,1
68,2,2,32,1
68,2,2,33,1
68,2,2,34,1
68,2,2,35,1
68,2,2,36,1
68,2,2,37,1
68,2,2,38,1
68,2,2,39,1
68,2,2,40,1
68,2,2,41,1
68,2,2,42,1
68,2,2,43,1
68,2,2,44,1
68,2,2,45,1
68,2,2,46,1
68,2,2,47,1
68,2,2,48,1
68,2,2,49,1
68,2,2,50,1
68,2,2,51,1
68,2,2,52,1
68,2,2,53,1
68,2,2,54,1
68,2,2,55,1
68,2,2,56,1
