i,t,n,b,CPF
146,2,1,2,0.633
146,2,1,3,0.163
146,2,1,4,0.123
146,2,2,1,0.475
146,2,2,2,0.729
146,2,2,3,0.529
146,2,2,4,0.567
147,1,1,1,0.587
147,1,1,2,0.416
147,1,1,3,0.180
147,1,1,4,0.364
147,1,2,1,0.233
147,1,2,2,0.256
147,1,2,3,0.780
147,1,2,4,0.246
147,2,1,1,0.304
147,2,1,2,0.553
147,2,1,3,0.222
147,2,1,4,0.330
147,2,2,1,0.368
147,2,2,2,0.745
147,2,2,3,0.648
147,2,2,4,0.169
148,1,1,1,0.380
148,1,1,2,0.474
148,1,1,3,0.659
148,1,1,4,0.223
148,1,2,1,0.137
148,1,2,2,0.225
148,1,2,3,0.370
148,1,2,4,0.572
148,2,1,1,0.124
148,2,1,2,0.465
148,2,1,3,0.287
148,2,1,4,0.569
148,2,2,1,0.492
148,2,2,2,0.124
148,2,2,3,0.788
148,2,2,4,0.306
149,1,1,1,0.478
149,1,1,2,0.139
149,1,1,3,0.491
149,1,1,4,0.701
149,1,2,1,0.769
149,1,2,2,0.659
149,1,2,3,0.222
149,1,2,4,0.499
149,2,1,1,0.649
149,2,1,2,0.169
149,2,1,3,0.396
149,2,1,4,0.741
149,2,2,1,0.130
149,2,2,2,0.754
149,2,2,3,0.454
149,2,2,4,0.718
150,1,1,1,0.420
150,1,1,2,0.268
150,1,1,3,0.573
150,1,1,4,0.425
150,1,2,1,0.440
150,1,2,2,0.755
150,1,2,3,0.154
150,1,2,4,0.742
150,2,1,1,0.494
150,2,1,2,0.485
150,2,1,3,0.648
150,2,1,4,0.334
150,2,2,1,0.304
150,2,2,2,0.783
150,2,2,3,0.387
150,2,2,4,0.279
151,1,1,1,0.621
151,1,1,2,0.622
151,1,1,3,0.459
151,1,1,4,0.302
151,1,2,1,0.450
151,1,2,2,0.389
151,1,2,3,0.470
151,1,2,4,0.370
151,2,1,1,0.395
151,2,1,2,0.257
151,2,1,3,0.311
151,2,1,4,0.512
151,2,2,1,0.540
151,2,2,2,0.225
151,2,2,3,0.494
151,2,2,4,0.254
152,1,1,1,0.602
152,1,1,2,0.800
152,1,1,3,0.637
152,1,1,4,0.774
152,1,2,1,0.553
152,1,2,2,0.704
152,1,2,3,0.116
152,1,2,4,0.150
152,2,1,1,0.333
152,2,1,2,0.643
152,2,1,3,0.128
152,2,1,4,0.636
152,2,2,1,0.282
152,2,2,2,0.272
152,2,2,3,0.685
152,2,2,4,0.103
153,1,1,1,0.670
153,1,1,2,0.720
153,1,1,3,0.186
153,1,1,4,0.554
153,1,2,1,0.691
153,1,2,2,0.622
153,1,2,3,0.300
153,1,2,4,0.444
153,2,1,1,0.666
153,2,1,2,0.763
153,2,1,3,0.673
153,2,1,4,0.238
153,2,2,1,0.496
153,2,2,2,0.468
153,2,2,3,0.144
153,2,2,4,0.288
154,1,1,1,0.310
154,1,1,2,0.604
154,1,1,3,0.624
154,1,1,4,0.705
154,1,2,1,0.431
154,1,2,2,0.794
154,1,2,3,0.312
154,1,2,4,0.404
154,2,1,1,0.633
154,2,1,2,0.125
154,2,1,3,0.442
154,2,1,4,0.746
154,2,2,1,0.254
154,2,2,2,0.601
154,2,2,3,0.383
154,2,2,4,0.783
155,1,1,1,0.406
155,1,1,2,0.212
155,1,1,3,0.193
155,1,1,4,0.762
155,1,2,1,0.263
155,1,2,2,0.545
155,1,2,3,0.351
155,1,2,4,0.755
155,2,1,1,0.657
155,2,1,2,0.157
155,2,1,3,0.170
155,2,1,4,0.517
155,2,2,1,0.716
155,2,2,2,0.323
155,2,2,3,0.650
155,2,2,4,0.242
156,1,1,1,0.670
156,1,1,2,0.461
156,1,1,3,0.383
156,1,1,4,0.445
156,1,2,1,0.286
156,1,2,2,0.486
156,1,2,3,0.409
156,1,2,4,0.186
156,2,1,1,0.312
156,2,1,2,0.175
156,2,1,3,0.640
156,2,1,4,0.283
156,2,2,1,0.322
156,2,2,2,0.545
156,2,2,3,0.511
156,2,2,4,0.476
157,1,1,1,0.198
157,1,1,2,0.238
157,1,1,3,0.301
157,1,1,4,0.517
157,1,2,1,0.198
157,1,2,2,0.469
157,1,2,3,0.561
157,1,2,4,0.622
157,2,1,1,0.159
157,2,1,2,0.240
157,2,1,3,0.419
157,2,1,4,0.557
157,2,2,1,0.152
157,2,2,2,0.497
157,2,2,3,0.502
157,2,2,4,0.136
158,1,1,1,0.125
158,1,1,2,0.164
158,1,1,3,0.110
158,1,1,4,0.242
158,1,2,1,0.643
158,1,2,2,0.164
158,1,2,3,0.480
158,1,2,4,0.280
158,2,1,1,0.348
158,2,1,2,0.389
158,2,1,3,0.116
158,2,1,4,0.263
158,2,2,1,0.341
158,2,2,2,0.124
158,2,2,3,0.473
158,2,2,4,0.549
159,1,1,1,0.500
159,1,1,2,0.316
159,1,1,3,0.744
159,1,1,4,0.306
159,1,2,1,0.129
159,1,2,2,0.129
159,1,2,3,0.187
159,1,2,4,0.721
159,2,1,1,0.176
159,2,1,2,0.681
159,2,1,3,0.193
159,2,1,4,0.772
159,2,2,1,0.373
159,2,2,2,0.278
159,2,2,3,0.624
159,2,2,4,0.289
160,1,1,1,0.496
160,1,1,2,0.607
160,1,1,3,0.564
160,1,1,4,0.190
160,1,2,1,0.200
160,1,2,2,0.172
160,1,2,3,0.258
160,1,2,4,0.583
160,2,1,1,0.150
160,2,1,2,0.238
160,2,1,3,0.532
160,2,1,4,0.689
160,2,2,1,0.210
160,2,2,2,0.778
160,2,2,3,0.729
160,2,2,4,0.664
161,1,1,1,0.368
161,1,1,2,0.771
161,1,1,3,0.264
161,1,1,4,0.376
161,1,2,1,0.118
161,1,2,2,0.466
161,1,2,3,0.152
161,1,2,4,0.567
161,2,1,1,0.371
161,2,1,2,0.444
161,2,1,3,0.581
161,2,1,4,0.408
161,2,2,1,0.163
161,2,2,2,0.321
161,2,2,3,0.599
161,2,2,4,0.131
162,1,1,1,0.174
162,1,1,2,0.115
162,1,1,3,0.715
162,1,1,4,0.749
162,1,2,1,0.576
162,1,2,2,0.583
162,1,2,3,0.131
162,1,2,4,0.473
162,2,1,1,0.503
162,2,1,2,0.397
162,2,1,3,0.711
162,2,1,4,0.517
162,2,2,1,0.634
162,2,2,2,0.466
162,2,2,3,0.690
162,2,2,4,0.738
163,1,1,1,0.745
163,1,1,2,0.636
163,1,1,3,0.198
163,1,1,4,0.404
163,1,2,1,0.555
163,1,2,2,0.225
163,1,2,3,0.142
163,1,2,4,0.120
163,2,1,1,0.271
163,2,1,2,0.263
163,2,1,3,0.459
163,2,1,4,0.682
163,2,2,1,0.123
163,2,2,2,0.327
163,2,2,3,0.203
163,2,2,4,0.144
164,1,1,1,0.311
164,1,1,2,0.317
164,1,1,3,0.694
164,1,1,4,0.690
164,1,2,1,0.334
164,1,2,2,0.521
164,1,2,3,0.292
164,1,2,4,0.138
164,2,1,1,0.508
164,2,1,2,0.712
164,2,1,3,0.270
164,2,1,4,0.268
164,2,2,1,0.721
164,2,2,2,0.126
164,2,2,3,0.643
164,2,2,4,0.619
165,1,1,1,0.659
165,1,1,2,0.795
165,1,1,3,0.367
165,1,1,4,0.659
165,1,2,1,0.318
165,1,2,2,0.215
165,1,2,3,0.309
165,1,2,4,0.296
165,2,1,1,0.373
165,2,1,2,0.562
165,2,1,3,0.120
165,2,1,4,0.214
165,2,2,1,0.115
165,2,2,2,0.311
165,2,2,3,0.106
165,2,2,4,0.581
166,1,1,1,0.119
166,1,1,2,0.164
166,1,1,3,0.287
166,1,1,4,0.154
166,1,2,1,0.791
166,1,2,2,0.553
166,1,2,3,0.177
166,1,2,4,0.656
166,2,1,1,0.763
166,2,1,2,0.540
166,2,1,3,0.757
166,2,1,4,0.597
166,2,2,1,0.751
166,2,2,2,0.440
166,2,2,3,0.628
166,2,2,4,0.446
167,1,1,1,0.540
167,1,1,2,0.416
167,1,1,3,0.517
167,1,1,4,0.193
167,1,2,1,0.525
167,1,2,2,0.770
167,1,2,3,0.773
167,1,2,4,0.619
167,2,1,1,0.163
167,2,1,2,0.534
167,2,1,3,0.170
167,2,1,4,0.756
167,2,2,1,0.198
167,2,2,2,0.477
167,2,2,3,0.161
167,2,2,4,0.622
168,1,1,1,0.686
168,1,1,2,0.420
168,1,1,3,0.146
168,1,1,4,0.740
168,1,2,1,0.217
168,1,2,2,0.474
168,1,2,3,0.209
168,1,2,4,0.373
168,2,1,1,0.756
168,2,1,2,0.582
168,2,1,3,0.736
168,2,1,4,0.373
168,2,2,1,0.516
168,2,2,2,0.130
168,2,2,3,0.416
168,2,2,4,0.103
169,1,1,1,0.742
169,1,1,2,0.330
169,1,1,3,0.651
169,1,1,4,0.306
169,1,2,1,0.521
169,1,2,2,0.331
169,1,2,3,0.721
169,1,2,4,0.687
169,2,1,1,0.392
169,2,1,2,0.454
169,2,1,3,0.532
169,2,1,4,0.432
169,2,2,1,0.655
169,2,2,2,0.223
169,2,2,3,0.786
169,2,2,4,0.538
170,1,1,1,0.523
170,1,1,2,0.572
170,1,1,3,0.616
170,1,1,4,0.270
170,1,2,1,0.444
170,1,2,2,0.211
170,1,2,3,0.727
170,1,2,4,0.571
170,2,1,1,0.660
170,2,1,2,0.506
170,2,1,3,0.200
170,2,1,4,0.756
170,2,2,1,0.629
170,2,2,2,0.577
170,2,2,3,0.696
170,2,2,4,0.591
171,1,1,1,0.281
171,1,1,2,0.561
171,1,1,3,0.355
171,1,1,4,0.617
171,1,2,1,0.468
171,1,2,2,0.239
171,1,2,3,0.772
171,1,2,4,0.288
171,2,1,1,0.584
171,2,1,2,0.140
171,2,1,3,0.420
171,2,1,4,0.656
171,2,2,1,0.495
171,2,2,2,0.705
171,2,2,3,0.678
171,2,2,4,0.374
172,1,1,1,0.420
172,1,1,2,0.649
172,1,1,3,0.572
172,1,1,4,0.410
172,1,2,1,0.381
172,1,2,2,0.559
172,1,2,3,0.225
172,1,2,4,0.298
172,2,1,1,0.181
172,2,1,2,0.560
172,2,1,3,0.339
172,2,1,4,0.288
172,2,2,1,0.155
172,2,2,2,0.731
172,2,2,3,0.345
172,2,2,4,0.355
173,1,1,1,0.565
173,1,1,2,0.521
173,1,1,3,0.731
173,1,1,4,0.476
173,1,2,1,0.471
173,1,2,2,0.454
173,1,2,3,0.239
173,1,2,4,0.481
173,2,1,1,0.710
173,2,1,2,0.466
173,2,1,3,0.650
173,2,1,4,0.115
173,2,2,1,0.104
173,2,2,2,0.379
173,2,2,3,0.542
173,2,2,4,0.381
174,1,1,1,0.516
174,1,1,2,0.181
174,1,1,3,0.630
174,1,1,4,0.740
174,1,2,1,0.552
174,1,2,2,0.162
174,1,2,3,0.341
174,1,2,4,0.634
174,2,1,1,0.499
174,2,1,2,0.606
174,2,1,3,0.230
174,2,1,4,0.239
174,2,2,1,0.428
174,2,2,2,0.127
174,2,2,3,0.438
174,2,2,4,0.633
175,1,1,1,0.497
175,1,1,2,0.161
175,1,1,3,0.514
175,1,1,4,0.678
175,1,2,1,0.550
175,1,2,2,0.122
175,1,2,3,0.116
175,1,2,4,0.541
175,2,1,1,0.343
175,2,1,2,0.309
175,2,1,3,0.465
175,2,1,4,0.634
175,2,2,1,0.550
175,2,2,2,0.192
175,2,2,3,0.209
175,2,2,4,0.254
176,1,1,1,0.235
176,1,1,2,0.322
176,1,1,3,0.222
176,1,1,4,0.681
176,1,2,1,0.578
176,1,2,2,0.155
176,1,2,3,0.359
176,1,2,4,0.170
176,2,1,1,0.523
176,2,1,2,0.398
176,2,1,3,0.174
176,2,1,4,0.723
176,2,2,1,0.744
176,2,2,2,0.231
176,2,2,3,0.281
176,2,2,4,0.653
177,1,1,1,0.237
177,1,1,2,0.492
177,1,1,3,0.652
177,1,1,4,0.708
177,1,2,1,0.604
177,1,2,2,0.110
177,1,2,3,0.762
177,1,2,4,0.782
177,2,1,1,0.471
177,2,1,2,0.197
177,2,1,3,0.710
177,2,1,4,0.314
177,2,2,1,0.313
177,2,2,2,0.512
177,2,2,3,0.578
177,2,2,4,0.186
178,1,1,1,0.254
178,1,1,2,0.579
178,1,1,3,0.497
178,1,1,4,0.104
178,1,2,1,0.745
178,1,2,2,0.528
178,1,2,3,0.328
178,1,2,4,0.520
178,2,1,1,0.547
178,2,1,2,0.755
178,2,1,3,0.294
178,2,1,4,0.705
178,2,2,1,0.352
178,2,2,2,0.535
178,2,2,3,0.774
178,2,2,4,0.573
179,1,1,1,0.662
179,1,1,2,0.148
179,1,1,3,0.727
179,1,1,4,0.204
179,1,2,1,0.724
179,1,2,2,0.784
179,1,2,3,0.756
179,1,2,4,0.107
179,2,1,1,0.311
179,2,1,2,0.488
179,2,1,3,0.505
179,2,1,4,0.534
179,2,2,1,0.296
179,2,2,2,0.280
179,2,2,3,0.142
179,2,2,4,0.757
180,1,1,1,0.500
180,1,1,2,0.183
180,1,1,3,0.794
180,1,1,4,0.572
180,1,2,1,0.750
180,1,2,2,0.229
180,1,2,3,0.116
180,1,2,4,0.237
180,2,1,1,0.187
180,2,1,2,0.784
180,2,1,3,0.190
180,2,1,4,0.444
180,2,2,1,0.674
180,2,2,2,0.618
180,2,2,3,0.541
180,2,2,4,0.278
181,1,1,1,0.620
181,1,1,2,0.330
181,1,1,3,0.749
181,1,1,4,0.303
181,1,2,1,0.201
181,1,2,2,0.390
181,1,2,3,0.691
181,1,2,4,0.732
181,2,1,1,0.331
181,2,1,2,0.184
181,2,1,3,0.728
181,2,1,4,0.484
181,2,2,1,0.391
181,2,2,2,0.308
181,2,2,3,0.166
181,2,2,4,0.234
182,1,1,1,0.158
182,1,1,2,0.297
182,1,1,3,0.441
182,1,1,4,0.292
182,1,2,1,0.640
182,1,2,2,0.554
182,1,2,3,0.723
182,1,2,4,0.716
182,2,1,1,0.231
182,2,1,2,0.379
182,2,1,3,0.532
182,2,1,4,0.785
182,2,2,1,0.200
182,2,2,2,0.395
182,2,2,3,0.497
182,2,2,4,0.310
183,1,1,1,0.662
183,1,1,2,0.569
183,1,1,3,0.531
183,1,1,4,0.117
183,1,2,1,0.629
183,1,2,2,0.281
183,1,2,3,0.500
183,1,2,4,0.674
183,2,1,1,0.470
183,2,1,2,0.214
183,2,1,3,0.288
183,2,1,4,0.730
183,2,2,1,0.120
183,2,2,2,0.696
183,2,2,3,0.771
183,2,2,4,0.738
184,1,1,1,0.555
184,1,1,2,0.743
184,1,1,3,0.459
184,1,1,4,0.554
184,1,2,1,0.466
184,1,2,2,0.791
184,1,2,3,0.216
184,1,2,4,0.165
184,2,1,1,0.650
184,2,1,2,0.640
184,2,1,3,0.599
184,2,1,4,0.442
184,2,2,1,0.642
184,2,2,2,0.142
184,2,2,3,0.757
184,2,2,4,0.517
185,1,1,1,0.577
185,1,1,2,0.207
185,1,1,3,0.233
185,1,1,4,0.660
185,1,2,1,0.784
185,1,2,2,0.780
185,1,2,3,0.262
185,1,2,4,0.701
185,2,1,1,0.313
185,2,1,2,0.587
185,2,1,3,0.300
185,2,1,4,0.548
185,2,2,1,0.247
185,2,2,2,0.198
185,2,2,3,0.132
185,2,2,4,0.769
186,1,1,1,0.736
186,1,1,2,0.328
186,1,1,3,0.220
186,1,1,4,0.490
186,1,2,1,0.351
186,1,2,2,0.416
186,1,2,3,0.503
186,1,2,4,0.319
186,2,1,1,0.638
186,2,1,2,0.646
186,2,1,3,0.611
186,2,1,4,0.302
186,2,2,1,0.271
186,2,2,2,0.227
186,2,2,3,0.622
186,2,2,4,0.363
187,1,1,1,0.443
187,1,1,2,0.169
187,1,1,3,0.732
187,1,1,4,0.366
187,1,2,1,0.635
187,1,2,2,0.239
187,1,2,3,0.767
187,1,2,4,0.350
187,2,1,1,0.276
187,2,1,2,0.517
187,2,1,3,0.405
187,2,1,4,0.682
187,2,2,1,0.610
187,2,2,2,0.126
187,2,2,3,0.446
187,2,2,4,0.398
188,1,1,1,0.364
188,1,1,2,0.461
188,1,1,3,0.326
188,1,1,4,0.600
188,1,2,1,0.357
188,1,2,2,0.425
188,1,2,3,0.221
188,1,2,4,0.218
188,2,1,1,0.109
188,2,1,2,0.516
188,2,1,3,0.353
188,2,1,4,0.691
188,2,2,1,0.769
188,2,2,2,0.573
188,2,2,3,0.210
188,2,2,4,0.676
189,1,1,1,0.363
189,1,1,2,0.474
189,1,1,3,0.586
189,1,1,4,0.316
189,1,2,1,0.285
189,1,2,2,0.136
189,1,2,3,0.401
189,1,2,4,0.346
189,2,1,1,0.614
189,2,1,2,0.204
189,2,1,3,0.748
189,2,1,4,0.155
189,2,2,1,0.547
189,2,2,2,0.797
189,2,2,3,0.702
189,2,2,4,0.205
190,1,1,1,0.303
190,1,1,2,0.381
190,1,1,3,0.105
190,1,1,4,0.777
190,1,2,1,0.170
190,1,2,2,0.463
190,1,2,3,0.215
190,1,2,4,0.715
190,2,1,1,0.424
190,2,1,2,0.355
190,2,1,3,0.611
190,2,1,4,0.788
190,2,2,1,0.433
190,2,2,2,0.789
190,2,2,3,0.794
190,2,2,4,0.290
191,1,1,1,0.266
191,1,1,2,0.131
191,1,1,3,0.248
191,1,1,4,0.488
191,1,2,1,0.276
191,1,2,2,0.619
191,1,2,3,0.714
191,1,2,4,0.180
191,2,1,1,0.401
191,2,1,2,0.278
191,2,1,3,0.252
191,2,1,4,0.540
191,2,2,1,0.724
191,2,2,2,0.518
191,2,2,3,0.287
191,2,2,4,0.513
192,1,1,1,0.378
192,1,1,2,0.726
192,1,1,3,0.242
192,1,1,4,0.126
192,1,2,1,0.784
192,1,2,2,0.307
192,1,2,3,0.454
192,1,2,4,0.664
192,2,1,1,0.586
192,2,1,2,0.247
192,2,1,3,0.691
192,2,1,4,0.784
192,2,2,1,0.208
192,2,2,2,0.550
192,2,2,3,0.661
192,2,2,4,0.145
193,1,1,1,0.163
193,1,1,2,0.706
193,1,1,3,0.347
193,1,1,4,0.286
193,1,2,1,0.593
193,1,2,2,0.785
193,1,2,3,0.372
193,1,2,4,0.260
193,2,1,1,0.678
193,2,1,2,0.246
193,2,1,3,0.416
193,2,1,4,0.764
193,2,2,1,0.487
193,2,2,2,0.493
193,2,2,3,0.278
193,2,2,4,0.191
194,1,1,1,0.450
194,1,1,2,0.467
194,1,1,3,0.268
194,1,1,4,0.738
194,1,2,1,0.170
194,1,2,2,0.748
194,1,2,3,0.615
194,1,2,4,0.691
194,2,1,1,0.140
194,2,1,2,0.726
194,2,1,3,0.611
194,2,1,4,0.268
194,2,2,1,0.293
194,2,2,2,0.239
194,2,2,3,0.424
194,2,2,4,0.714
195,1,1,1,0.435
195,1,1,2,0.630
195,1,1,3,0.233
195,1,1,4,0.292
195,1,2,1,0.213
195,1,2,2,0.412
195,1,2,3,0.104
195,1,2,4,0.768
195,2,1,1,0.674
195,2,1,2,0.454
195,2,1,3,0.469
195,2,1,4,0.738
195,2,2,1,0.354
195,2,2,2,0.166
195,2,2,3,0.523
195,2,2,4,0.575
196,1,1,1,0.466
196,1,1,2,0.662
196,1,1,3,0.307
196,1,1,4,0.507
196,1,2,1,0.675
196,1,2,2,0.193
196,1,2,3,0.154
196,1,2,4,0.688
196,2,1,1,0.642
196,2,1,2,0.259
196,2,1,3,0.496
196,2,1,4,0.760
196,2,2,1,0.519
196,2,2,2,0.154
196,2,2,3,0.491
196,2,2,4,0.545
197,1,1,1,0.150
197,1,1,2,0.630
197,1,1,3,0.307
197,1,1,4,0.791
197,1,2,1,0.627
197,1,2,2,0.311
197,1,2,3,0.175
197,1,2,4,0.469
197,2,1,1,0.104
197,2,1,2,0.441
197,2,1,3,0.181
197,2,1,4,0.627
197,2,2,1,0.577
197,2,2,2,0.538
197,2,2,3,0.594
197,2,2,4,0.528
198,1,1,1,0.434
198,1,1,2,0.357
198,1,1,3,0.169
198,1,1,4,0.646
198,1,2,1,0.427
198,1,2,2,0.656
198,1,2,3,0.201
198,1,2,4,0.205
198,2,1,1,0.493
198,2,1,2,0.378
198,2,1,3,0.574
198,2,1,4,0.214
198,2,2,1,0.340
198,2,2,2,0.173
198,2,2,3,0.795
198,2,2,4,0.525
199,1,1,1,0.339
199,1,1,2,0.372
199,1,1,3,0.263
199,1,1,4,0.431
199,1,2,1,0.765
199,1,2,2,0.417
199,1,2,3,0.531
199,1,2,4,0.480
199,2,1,1,0.469
199,2,1,2,0.561
199,2,1,3,0.120
199,2,1,4,0.574
199,2,2,1,0.720
199,2,2,2,0.377
199,2,2,3,0.524
199,2,2,4,0.626
200,1,1,1,0.442
200,1,1,2,0.329
200,1,1,3,0.703
200,1,1,4,0.475
200,1,2,1,0.505
200,1,2,2,0.337
200,1,2,3,0.482
200,1,2,4,0.266
200,2,1,1,0.115
200,2,1,2,0.498
200,2,1,3,0.248
200,2,1,4,0.695
200,2,2,1,0.166
200,2,2,2,0.253
200,2,2,3,0.476
200,2,2,4,0.141
